,Tiếng Việt,Kon Tum,Gia Lai,Bình Định
7502,đạp,"juă, jrot, dơ̆r, juey",Jroh,"kơdăp, gơdah, kơdah"
7503,đơn vị chiều dài bằng gang bàn chân,juă,,
7504,vắng tanh,"jơjẽng, rơheng jơjẽng, kuăng, chơjĕng, juă juăn, gleng glot",,
7505,cầm que nhảy múa theo nhịp chiêng,juăr,,
7506,quen,"pơjôk, juăt",,"juăt, lăh"
7507,thật thà,jue,,tơpăt klak
7508,đi tránh đường khác,jueng,,
7509,một loại cây rừng,"rơlang, juenh, kơdŭl, chơdreng, kơ'dŏl, tơboih, jơmrăng, hamal, pơblĭu, bruah, re, kơka, hơbot",,
7510,tránh,juer,,
7511,nai,"juey, juơy",,juôi
7512,một loại bo bo nhỏ dùng để câu cá thường gọi là trơwơ,,jui,
7513,biọ rầy ăn vỏ cây,juk jek,,
7514,đen khịt,'juit ' juat,,
7515,nhảy thoăn thoắt,'jul 'jal,,
7516,loại kỳ nhông,jule,,
7517,thẳng tắp,"jĕr, ttf'nhër, 'juơh",,
7518,vết dơ nổi rõ trên mặt,'juơt,,
7519,nai,"juey, juơy",,juôi
7520,đạp,"juă, jrot, dơ̆r, juey",Jroh,"kơdăp, gơdah, kơdah"
7521,vây bẩn,'juơk,,
7522,xuống,jur,Jur,jul
7523,loại cây le nhỏ,jut,,
7524,đen,"jü, ak, brăng, găm","Ju` - Kon kồ jủ hnam Inh., Hơbu`ng - Hnam mai răt brai hơbủng tơyơ?, Găm - Kơ b`ang găm oẽi tơlăm",găm
7525,gây bất hòa,jü pơliă,,
7526,ông cai,jük,,
7527,phục phịch,jül ktfjül,,
7528,giúp mối,jüm,,
7529,chung quanh,"jüm dăr, pơwang, tăp dăr",,
7530,nhịn nhục,"bơdông, jün ju, pơdông",,
7531,đường vòng,"dŭng, jüng",,
7532,ống hút làm bằng le,jüt,,
7533,nhẫn,"'bliah, 'bliowh 'bliah, chơnơng, jơdrơng, jưdrơng, tơkiẽn",,
7534,cá,ka,Ka,ka 
7535,nhỉ,"ka, kah",,he
7536,gãi,"kach, kơkach",,
7537,kính trọng,"kah, jom",Hli yom,
7538,một loại kiến đen,kah,,
7539,nhỉ,"ka, kah",,he
7540,ân nhân,kah amah,,
7541,thiên vị,kah hơ-on,,
7542,may mắn,"kah kai, bơhol, phŏ, bon, hơpŭn, pơhngol",,"thô̆ ai, thô̆ pŭn"
7543,không bao giờ,"khưi, kah king pơyah",,
7544,không có,"huơ huel, kah yah",,
7545,người làm cai,kai,,
7546,khó,"kaih, ap, anat, tơnap",,anat
7547,đã,jơh,,
7548,dọa trả thù,"hơkô hơkĕng, khŏn, kam",,
7549,ham,"gơmin, hman, kan, kơhnin, gơhmin",,"moih, wă"
7550,chuẩn bị uống rượu,kang,,
7551,cằm,kang,,kang 
7552,hàng rào bảo vệ xung quanh làng,kang dŭr,,
7553,không hợp,kang pơxao,,
7554,nhai,"rơkai, pơmah, kap, kơkă",,
7555,cà phê,"chơphe, kaphê","ka phê, Kơ phê, che phế",
7556,tiếng klo kăt của cây cọ với nhau,kat,,
7557,hình thoi,kat,,
7558,trái cau,lau,,
7559,chụp bằng móng,kăk,,
7560,tiền cắc,kăk,,
7561,chặt bằng rìu,kăl,,
7562,quan trọng,"chơngăm, kăl, tơngăm",,
7563,nghiện,"kăm, ga",,
7564,ăn một cách ngon lành,"kăm, ga",,
7565,thường hay,kăm,,
7566,chúng nó,kăn hăp,,"kăn hăp , pre hơ, kăn"
7567,đường kẽ ô,kăng,,
7568,chỉ cột giăng hai tay,kăng dra,,
7569,cắn,"chĕn, hơ-o, kăp, joh",Kăp,kăp 
7570,mắc,amăk,,
7571,cắt,"puơt, kăt","puăt, ret, kăt, yuă, Châng",kăt 
7572,dụng có lấy lửa của người xưa,kăt kôh,,
7573,loại chim kêu như âm thanh phát ra lúc cọ sát lấy lửa,,kăt kôh,
7574,tôi,"tơrôl, kâu, inh, ĕng",,inh 
7575,người Tàu,kech,,
7576,nhột,"kech koch, hơkoch",,kơkŏch
7577,làm xong,keh,,
7578,mà chỉ,keh,,
7579,sơn dương,keh,,keh 
7580,bò lê,keh koih,,
7581,hoàn toàn,keh kol,Đĩ đăng,gan
7582,hoàn tất,"keh kong, pơlẽng",Pơđang,
7583,nhắm,kei,,kơnhip
7584,thần mặt trời,kei dei,,
7585,một loại ghè,"chơ'blĕng, beng, chơbo, jơbrông, brẽl, chơbom, goh, jơ lam, diok, pơdrang, jơ tuang, chơgrih, chơgrin, chơ̆, hamo, hron, jơvve, jơbrồng, kha, kruing, cheh chăn, ban, jơ ban, jtfjeo, jơba, lam, chap, biying, hmum, chơ̆'ba, dâu, gop, hơtôk, klăn dông, tơngong, kơdi, krŏi, dreng lao, hơbai, bũng bung, jtfkung, bơi, bröng, kông lenh, cha ha, hơdang, chan dơng, dơde, chơkring, ba, chơ̆krĭng, ku bêk, kei brel, peng beng, bong bong, bon bong, kơlep, chơ'don, krĕk, hroi, atôk, kơhnga, 'blĕng, bơdi, chơlam, chơngong, kơdiang, pơgong, kheo, kơthoch",,
7586,suýt nữa,"kơkel, kel kel",,
7587,bệnh thấp khớp,"jơmă, kem, cho",,
7588,choai choai,ken,,
7589,xô đẩy bằng vai,"geng, keng",,
7590,bờ,"daih, keng, jaih, kơmŭch",,bơ
7591,hình vuông,"keng kong, blon",Keng kong,
7592,bóp cổ,ket,Ket ako,
7593,chật hẹp,ket,,
7594,chịu đựng được,"kĕ, khĭ, tơdrơng",,
7595,đủ sức,"kĕ, khĭ",,
7596,suốt,"kĕch, brot, amoch, proch, broch",,plăt
7597,thần kinh,kĕng,,
7598,loại dây rừng,"'bleh, kĕnh",,
7599,bệnh kinh phong,"hơwing, kĕnh, cheng",,
7600,kiện tung,kênh,,
7601,gặm,"krŭch krŭch, kêl, rẽn",,
7602,chậm chạp,"pơngô, rơnek, kêp, bơk, rơmơk, nhuin",,khĕ dêh
7603,một loại ghè,"chơ'blĕng, beng, chơbo, jơbrông, brẽl, chơbom, goh, jơ lam, diok, pơdrang, jơ tuang, chơgrih, chơgrin, chơ̆, hamo, hron, jơvve, jơbrồng, kha, kruing, cheh chăn, ban, jơ ban, jtfjeo, jơba, lam, chap, biying, hmum, chơ̆'ba, dâu, gop, hơtôk, klăn dông, tơngong, kơdi, krŏi, dreng lao, hơbai, bũng bung, jtfkung, bơi, bröng, kông lenh, cha ha, hơdang, chan dơng, dơde, chơkring, ba, chơ̆krĭng, ku bêk, kei brel, peng beng, bong bong, bon bong, kơlep, chơ'don, krĕk, hroi, atôk, kơhnga, 'blĕng, bơdi, chơlam, chơngong, kơdiang, pơgong, kheo, kơthoch",,
7604,người dân tộc Kha,kha,,
7605,cá có mùi tanh,khach,,
7606,hiếm,khal,"Khăi, hui",biê̆
7607,nói,"khan, diơ, pơma",,"khan, tơja, pơđam, akhan"
7608,chỉ sự phàn nàn,khan,,
7609,âm thanh rõ,khan,,
7610,cấm,kră,,
7611,đúng,"khă, klăng, kiăp, dơdă, tơdă","trõ, B`lep",trŏ
7612,lạch cạch,khă khă,,
7613,chỉ tiếng cười giòn giã của các cô gái,kră ră chuăng,,
7614,kiếm,"khă, dao",,chă 
7615,cúng thần,"'buăn, khăl",,
7616,tiếng gãy rắc,"khơ̆l, khăl",,
7617,nói oan,khăl khăl,,
7618,chặt khấc,khăm,,
7619,khăn đắp của người dân tộc,khăn,,
7620,cứng,khăng,,
7621,Khô,khăng,,
7622,gắt gỏng,"chơ'dŏk rŏl, khăng khŏ",,
7623,cắn chặt răng,khăp,,
7624,chận,"'dơ̆t, khăt, bổt",,
7625,đường tắt,khăt,,
7626,đổi ý bất thường,khe kho,,
7627,đủ thứ,khech khoch,,
7628,tiếng tách phát ra lúc bắn ná,khel,,
7629,loại khèn của người vào,khen,,
7630,một loại ghè,"chơ'blĕng, beng, chơbo, jơbrông, brẽl, chơbom, goh, jơ lam, diok, pơdrang, jơ tuang, chơgrih, chơgrin, chơ̆, hamo, hron, jơvve, jơbrồng, kha, kruing, cheh chăn, ban, jơ ban, jtfjeo, jơba, lam, chap, biying, hmum, chơ̆'ba, dâu, gop, hơtôk, klăn dông, tơngong, kơdi, krŏi, dreng lao, hơbai, bũng bung, jtfkung, bơi, bröng, kông lenh, cha ha, hơdang, chan dơng, dơde, chơkring, ba, chơ̆krĭng, ku bêk, kei brel, peng beng, bong bong, bon bong, kơlep, chơ'don, krĕk, hroi, atôk, kơhnga, 'blĕng, bơdi, chơlam, chơngong, kơdiang, pơgong, kheo, kơthoch",,
7631,đâng kon,khei,,
7632,kẹp để gắp sắt,khep,,
7633,có vị the,"'breh, khor, kher",,
7634,khét,"khet, pôi",,mơ̆u khoi
7635,túng kẹt,khet khot,,
7636,nồng nặc,"khet khot, kơrơ̆ng",,
7637,tới,"tơl , khĕ",,truh
7638,tiếng sạch cách lúc làm việc,khĕ khŏ,,
7639,gập ghềnh,"rùk khũk, lŭk khŭk, khĕk khŏk",,
7640,nhím,"jơma, khĕm",,jơma 
7641,tanh,khĕnh,"Dệt, Đan, Đan lát",
7642,khiên,khêl,,
7643,khóa,khia,,
7644,nhẹ nhõm,"khial, khiơl",,
7645,bạch,khim,Hơi,
7646,đốm trắng,"jơmlek, 'brôk 'brôl, khim bong, kơ'mlek",,
7647,tiếng của vật lớn chạm vào nhau,khing khơ̆p,,
7648,nhẹ nhõm,"khial, khiơl",,
7649,chịu đựng được,"kĕ, khĭ, tơdrơng",,
7650,đủ sức,"kĕ, khĭ",,
7651,dám,"khĭn, pổn",,pơ̆n
7652,can đảm,"khĭn, nuih",Mah jơhngâm,
7653,gàu,"khĭng khŭng, tơnong",,
7654,sập tiết chặt lại,khĭp,,
7655,chiên,kho,,
7656,túng thiếu,kho ap,,
7657,khoá,khoă,Khuă,
7658,chìa khóa,khoă,,
7659,Khoá nhạc,khoă,,
7660,tiếng ho ằng ặc,khoh khoh,,
7661,bị mắc cổ,khok,,
7662,u,khol,,
7663,mùi nồng nặc,khom,,
7664,khai,khong,,mơ̆u krŏng
7665,đồ đạc,khong,,
7666,cầu nguyên,khop,,
7667,đạo,khop,,
7668,có vị the,"'breh, khor, kher",,
7669,thiếu thốn,khot,,bĭ mah
7670,cháy,khoy,,
7671,tiếng cốc cốc,khŏ khŏ,,
7672,cà nhắc,"jĕu jĕu, jol jol, teng grẽ, khŏi khŏi",,
7673,một loại cây có gỗ rất chắc và lõi bền,khŏl,,
7674,cho bằng được,khŏm,,
7675,mãi,"dang dang, dơdeh, khŏm khŏm",,ling
7676,dọa trả thù,"hơkô hơkĕng, khŏn, kam",,
7677,khó bảo,khŏng,,
7678,xăm mình,"khŏng mŏn, chơ̆m",,chih akău
7679,hay giận hay hờn,khŏnh,,
7680,chỉ đủ,"anhŏ, dôh, khŏp, hơnhŏ",,
7681,ăn hết một mình,khŏp,,
7682,tiêu xài,"khôch, pơhrơch",,
7683,phong tục,"khôi, tan",,
7684,xa lắc xa lơ,khôih,,
7685,mốc trắng,khôl,,
7686,chín vàng,không,,
7687,khung cửi để dệt,không,,
7688,đỏ úa,không khang,,
7689,bừa,khôr,,
7690,chỉ nhiều người có vóc dáng đẹp,khơ khâu khơ khau,,
7691,còn nguyên,"plơ̆ng dơ̆l, nhar, khơ khâu khơ khau",,ară tôm
7692,nói dứt khoát một lần,khơ̆ hơmơng,,
7693,nói thẳng,khơ̆ khơ̆,,
7694,tiếng gãy rắc,"khơ̆l, khăl",,
7695,doạ trả thù,khơ̆m,,
7696,hôi,"phŭk, blĭk, khơ̆m","B`õu, b`âu",mơ̆u
7697,cháy bén,khơ̆ng,,
7698,tiếng rầm khi nhập mạnh cửa,khơ̆p,,
7699,chọc,"chơloh, khơ̆r",,tăp
7700,phá phách,khơ̆r,,
7701,dứt,"khơ̆t, khơ̆ hơmơng, achơ̆t",,
7702,đấy,"brơk, khu",,"ơ̆i , noh"
7703,biết đâu chừng,"hiou, khu mă, hiô",,
7704,tiếng gâu gâu tiếng cú cú,khuăk khuăk,,
7705,nhóm,"klul, khul",,"kơpul, kơtum, đàn"
7706,phái đoàn,khul tơm plông,,
7707,trống rỗng,khuơ̆ng,,
7708,chỉ mực nước rút xuống,khuơ̆k,,
7709,tiếng bốp,khŭ,,
7710,gạt chân,khŭi,,
7711,tiếng gâu gâu sủa,khŭk khŭk,,
7712,bị mắc cổ,khok,,
7713,không bao giờ,"khưi, kah king pơyah",,
7714,nhiều món ăn ngon bầy trên bàn,khưi khai,,
7715,thờ ơ,"khưm khưm, lơlêng",,
7716,bẫy dây,khưn,,
7717,núi Hàm Rồng,ki hơdrông,,
7718,tiếng cong ở cổ tay kêu reng reng,kiah kiah,,
7719,tiếng chân người một soẹt,kiah kiah,,
7720,gió,kial,Kial,"kial , mi prăng măng sơđah"
7721,đuôi,"kiăng, kian, kiĕng",,tiêng
7722,tiếng vịt kêu cạp cạp,kiap kiap,,
7723,đứng lên,"iung, kiat",,
7724,bắt đầu,kiat,"Amăng blu`ng, pơ tơm","pơtơm , hăp"
7725,đến tuổi thành niên,kiat,,
7726,dậy men,kiat,,
7727,thiến,"kreu, kiau",,
7728,theo,"tơrơng, tiơ, tơtiỡ, rưng rơnga, tờchrôi, kiơ, kiă",,"diong, tê̆i, thoi, tiê̆"
7729,thú vật,"kiăk, atu, atâu, hơtâu, kiĕk",,sem bri
7730,đuôi,"kiăng, kian, kiĕng",,tiêng
7731,đúng,"khă, klăng, kiăp, dơdă, tơdă","trõ, B`lep",trŏ
7732,dầy,kiăr,,
7733,tiếng một soạt,"kreh kroh, kieh kioh, krih krôh",,
7734,đít,"krĕl, kiel",,kơnĭt
7735,tiếng chim nhồng kêu,kieng kiong,,
7736,bằng phẳng,"'biơh, lơlia, kieng leng, 'biah, thơr, 'blĕr, dơmăn, 'blia lơliau, tơmăn, cheng leng",,
7737,giắt vào thắt lưng,kieo,,
7738,tiếng chíp chíp gà,kiep kiep,,
7739,thú vật,"kiăk, atu, atâu, hơtâu, kiĕk",,sem bri
7740,xác chết,"hơtâu, atu, kiĕk, atâu",,bơnga1 luôch
7741,nhức nhối,"kiĕl, kơ'niĕl, gleng gleng",,
7742,giắt vào,kiĕn,,
7743,đuôi,"kiăng, kian, kiĕng",,tiêng
7744,dày,"kiĕr, hơbĕn",,
7745,chim dòng dọc,kiêl tel,,
7746,chỉ loài bò sát bò đi đầu lắc qua lắc lại,kih kôih,,
7747,tiếng kêu chít chít của chuột,kik kik,,
7748,gì,"kiơ, kikiơ","Kiơ, Dủch, yã kiơ- Anhồng krao kiơ?",yưng
7749,chỉ có già đầu bạc,kil tơkôl,,
7750,kìm,kim,Kep,
7751,nọng cổ,kin,,
7752,đi đều bước,"kin kin, krĭ krĭ",,
7753,tiếng động đi trong rừng,"kioh kioh, kiôh kiôh",,
7754,tiếng gà kêu quang quác,kiok kiok,,
7755,nhánh cây lay động,kiŏl kiŏl,,
7756,tiếng động đi trong rừng,"kioh kioh, kiôh kiôh",,
7757,sáng người hay vật lớn nhảy hiôk khôi hơnih tơplong dang hơdrao âu hnam tơ hơdrao to sáng công công chuyền từ cành này sang cành nọ,,khôi khôi,
7758,gì,"kiơ, kikiơ","Kiơ, Dủch, yã kiơ- Anhồng krao kiơ?",yưng
7759,vòng đeo tay,kiơng,,
7760,đồng thau,kiơng,,
7761,theo,"tơrơng, tiơ, tơtiỡ, rưng rơnga, tờchrôi, kiơ, kiă",,"diong, tê̆i, thoi, tiê̆"
7762,dọc theo,"kiơ̆, rök",,rok
7763,hùa theo,"drô̆I hơdrô̆i, kiơ̆ trôi",,
7764,vững chắc,"klĭng, kiơ̆ng",,
7765,tiếng cây cọ vào nhau khi gió thổi,kit kat kơt,,
7766,tiếng leng keng của chùm cong đeo ở cổ tay và chân,,kiuh kiŭn gring,
7767,cành cây lay động,kiŭl kiŭl,,
7768,kilo,kĭ,,
7769,kí tên,kĭ măt,,
7770,ếch,kĭt,,kưt keng 
7771,cọp,kla,,
7772,phân chia,klah,,
7773,loá mắt,"klă klang, klah klang",,
7774,lười biếng,"alah, klai, hơlah",,
7775,cây hồng mang,klai,,
7776,hết,"klaih, dĭ, adrĕng, tô ch, dăp","Kơtẽch, đi`, pơđi`, tôch","gĕh, đí"
7777,sau khi,klaih kơ,,
7778,ruột,klak,,klak
7779,kham nổi,klam,,
7780,sên nước,klan,,
7781,sửa lại,klang,,
7782,ngủ lang,klang,,
7783,diều hâu,klang,,klang pơsum
7784,một loại củ rừng trước khi ăn phải ngâm hai ba tuần,,klang an,
7785,hoa văn đan bằng nay tre hình thoi để trang trí nói nhà rông hoặc cây nêu,,klang klô̆,
7786,bù nhìn đuổi chim,klang kơt,,
7787,hoa văn đan bằng nay tre hình tam giác để trang trí nóc nhà rông hoặc cây nêu,,klang lep,
7788,giống như klang kiô,klang pah,,
7789,khăn nhỏ làm hiệu trong chiến tranh,klang puh,,
7790,cây sậy,"íil, klanh, kơ'bŏng",,
7791,tinh hoàn,"klao, bŏng",,
7792,nẹp,klap,,
7793,xắt lát,"klat, glat",,
7794,đánh chài,klă,,
7795,loá mắt,"klă klang, klah klang",,
7796,chính xác,"'dam, klăk, dơdrăng",,
7797,đêm tối,klăm,,
7798,kín mít,"klăm dŭ klăm dơ̆l, krĕp",,
7799,tối om,klăm kluĕch,,
7800,ngực bất đầu phát triển,klăn,,
7801,một loại ghè,"chơ'blĕng, beng, chơbo, jơbrông, brẽl, chơbom, goh, jơ lam, diok, pơdrang, jơ tuang, chơgrih, chơgrin, chơ̆, hamo, hron, jơvve, jơbrồng, kha, kruing, cheh chăn, ban, jơ ban, jtfjeo, jơba, lam, chap, biying, hmum, chơ̆'ba, dâu, gop, hơtôk, klăn dông, tơngong, kơdi, krŏi, dreng lao, hơbai, bũng bung, jtfkung, bơi, bröng, kông lenh, cha ha, hơdang, chan dơng, dơde, chơkring, ba, chơ̆krĭng, ku bêk, kei brel, peng beng, bong bong, bon bong, kơlep, chơ'don, krĕk, hroi, atôk, kơhnga, 'blĕng, bơdi, chơlam, chơngong, kơdiang, pơgong, kheo, kơthoch",,
7802,san bằng,"chơmlang, kơlit, klăng",,
7803,đúng,"khă, klăng, kiăp, dơdă, tơdă","trõ, B`lep",trŏ
7804,tiếng đàn rờ rưng,klăng dŭng klăng,,
7805,táp,klăp,,
7806,ốc sên,"kơ'dĕ, kơ'dŏ, klău",,
7807,loại sóc nhỏ,"kơkle, kle",,
7808,1 tiếng trẻ em khóc la chí chói,klek klek,,
7809,tiếng chim cú kêu,klek klek,,
7810,chỉ tiếng la hét kêu cứu khi gặp bạn,klel klel,,
7811,không sinh sản,klen,,
7812,trán,"thơi, rơglok, klieng, kleng, chôk chak",,
7813,dính chặt,"rơ'nhẽn, klep",,
7814,trung thành,klep,,
7815,ăn cắp,klĕ,,
7816,ăn cắp vặt,"klĕ hơwĕ, 'bel",,
7817,xuyên qua,"blơ̆r, klĕch, glĕch, plơ̆r",,
7818,nhỏ,"tơklẽl, ioh, krĕ, tơkel, iĕ, tbböl, nhĕ nhŏ, kơbŏl, klĕl, pơleu",,ken 
7819,đóng,"tẽng, klĕng, krơ̆, pổng",,
7820,đàn tơ rưng,"glang glơt, klĭk klŭk, klĕch, gleng glơi, tă tơng",,kơlŏk
7821,trốn tránh,klĕnh,,
7822,vá,"klŏp, klĕp, jĭp",,
7823,chụp gọn,"lĕp iơ iĕp, klĕp",,
7824,thứ tự gọn gàng,klĕp klĕp,,
7825,lang thang,"prang, nơng, klêl, nuôk nuôk, ngê̆ ngê̆","rah rơp, Năm kư ̆  kă",
7826,cùm chân,"glêng, klêng",,
7827,cồng kềnh,"chơkhêng chơkhang, klêng chơklêng, chơklênh chơhlang",,
7828,loại môn rừng rất độc,kli,,
7829,một loại đĩa hút máu,kli,,
7830,trán,"thơi, rơglok, klieng, kleng, chôk chak",,
7831,nêm chặt,"klong, klieng",,
7832,chỉ tiếng là hét kêu cứu khi gặp bạn,klil klil,,
7833,móp méo,klit,,
7834,nhừ,klĭ,,
7835,dưỡng trấp,klĭ tơbrai,,
7836,điếc,klĭk,Klĩk,
7837,xục xịch,klĭk klŭk,,
7838,tiếng ọc ọc trong bình không đầy nước khi lắc qua lắc lại,,klĭk klŭk,
7839,vững chắc,"klĭng, kiơ̆ng",,
7840,đàn tơ rưng,"glang glơt, klĭk klŭk, klĕch, gleng glơi, tă tơng",,kơlŏk
7841,gọn,"klĕp klĕp, klĭp",Bot,
7842,kín,"klĭp, pơxrep",Hlơp,sil
7843,chồng,klo,,tơhnglo
7844,chuồn chuồn,"dung dang, klo ba",,sring srung
7845,tiếng khóc oa oa,klok klok,,
7846,vồ môi,klom,,
7847,một loại rau,"hmet, klon",,
7848,nêm chặt,"klong, klieng",,
7849,củ riềng,klong,,
7850,cây gạo,klor,B`lang,
7851,loại dây rừng dùng làm dây rất chắc có thể dùng làm dây đàn tơrưng,,klot,
7852,rốn,klŏk,,
7853,ống nứa dùng để đựng muối,klŏng,,
7854,chổ nước sâu,klŏng,,
7855,màng mắt,klŏng,,
7856,vá,"klŏp, klĕp, jĭp",,
7857,tô lớn bằng gỗ hay đất sét,"klơh, dôi, klôh",,
7858,trễ,"klui, klôi, hnôi",,
7859,loại củ rừng,"klôi, chơnin",,
7860,tiếng người lớn vừa khóc vừa la,klôk klôk,,
7861,đúng lúc,"klum, hơplă, phŏ, anang, plă, hanang, pơ'lăng kơ, tơdă kơ, klôm",,
7862,củ mì,"blang, klôm",,
7863,miếng vải thêu hoa văn ở lưng quần phụ nữ,klôp,,
7864,tô lớn bằng gỗ hay đất sét,"klơh, dôi, klôh",,
7865,gan,klơm,Klơm,klơm
7866,đội trên đầu,"klơng, klưng",,
7867,nay đây mai đó,klơng dơt,,
7868,nợ nhưng lâu mới có thể trả được,klơ̆ hơwơ̆,,
7869,dộng đồ trong ống cho chặt,klơ̆k,,
7870,hất,"tơih , kơtrănh, hơngloh, pơih, klơ̆k",,
7871,tiếng nước sôi ùng ục,klơ̆k klơ̆k,,
7872,đầm cho chắc,klơ̆l,,
7873,liệng,klơ̆m,Klâm,
7874,đầm lầy,klơ̆ng,,
7875,đậy,"klơ̆p, dơ̆p, klŭp","đỡp, Bỡng, klỡp",sŭp
7876,nhát đảm,klơ̆r,,
7877,bông hoa chuốt bằng cây le,klơ̆t,,
7878,trễ,"klui, klôi, hnôi",,
7879,nhóm,"klul, khul",,"kơpul, kơtum, đàn"
7880,đúng lúc,"klum, hơplă, phŏ, anang, plă, hanang, pơ'lăng kơ, tơdă kơ, klôm",,
7881,chao đảo,klung klêng,,
7882,chui luồn,khur,,
7883,che,"dơ̆p, klŭ",,"athu, kơhning, chơhning"
7884,trùm kín,klŭ kơlŭm,,
7885,tiếng sóng vỗ ầm âm,klŭk klơ̆k,,
7886,tiếng vật nặng rơi bịch,klŭng,,
7887,chỗ đất trũng,klŭng,,
7888,gồ ghề,klŭng dŏn,,
7889,đậy,"klơ̆p, dơ̆p, klŭp","đỡp, Bỡng, klỡp",sŭp
7890,ở nhờ,klŭt,,
7891,lẻn đi,klŭt,,
7892,thương,klưh,,"mem bơnat, bơnat"
7893,thương yêu,klưh băt,,
7894,đội trên đầu,"klơng, klưng",,
7895,người tàng tàng,klưt,,
7896,bạc,"hu, ko","Hu, bôk, Tơkôl ","hu, ko, glang"
7897,ong ruồi,"ngôr, ko, tơdrot, rơko",,
7898,tem,ko,,
7899,thằn lằn cổ màu xanh hay đỏ thường ở trên cây,koai kơi,,
7900,loại bướm trắng rất nhỏ,koei,,
7901,người mắc bệnh sán sơ mít,koei,,
7902,chặt,"rẽi, pơrah, chơ̆ng, koh","kõh, tơkoh, Châng","al, koh"
7903,nhảy lò cò,"koh ko, koh kong",,
7904,nhảy lò cò,"koh ko, koh kong",,
7905,cõng trên hai,koi,,
7906,ngang đầu,koih,,
7907,cây róm,koih,,
7908,cạo,"kơpôih, koih, kôih","Akôih, hơkôih",
7909,bào,"'bao, kơbôih, koih",Hơ pôih,
7910,cào,"chraih, kôch, tơraih, jdnoaih, hrêu, koih","Kôch, Along khir","kôch, kaĭ, paĭ"
7911,nạo,koih,,so
7912,trắng,,,gĕI măt bak
7913,trăng trắng,"tơmlông , kơmlŏng, kok kok",,bak bak
7914,thất nút dây,kol,,
7915,gom lại một chỗ,kom,,
7916,,"apoih, hơpoih, hơpaih",,
7917,nàonào,kon...kon,,
7918,ngươi,kon ngai,,
7919,người tí hon sống trong lòng đất,kon ngai,,
7920,móng đeo ở chân chó,kon tây,,
7921,vòng,"dơdŭich, kong","wing, , Kơduing, kue ̆ ch","kong, năm tăp dal, năm dal wang"
7922,lá lách,"kop, kơng, bla","Bla, kơ ̆ ng",
7923,rùa,kop,,kop
7924,chải,kor,,
7925,suy dinh dưỡng,koy,,
7926,chó,kŏ,,kŏ
7927,cuốn chiếu,"tơkăn gô, găn gŏ, kŏ găn",,
7928,bù nhìn có hình chó há miệng,kŏ ha,,
7929,tò vò,"kŏ kiĕk, kơlang mol",,mŏk lol
7930,x kŏ găn,kŏ kôr,,
7931,chó sói,kŏ xo,,
7932,bấy nhiêu đó,kŏi lŏi,,
7933,mõ,"kơkŏk, kŏk",,
7934,cong,"kŏk, kơdĕu, go, po’küch, gai, jơkũch, jok, chŏng wŏng",,đŏng
7935,sủa,"kuơ̆l, kŏl",,kuôl
7936,cánh tay,kŏng,,
7937,khuỷu tay,"kŏng kĕnh, kung keng",,
7938,cong thường là gốc le,kŏnh,,
7939,một đôi,kŏp,,
7940,còng lưng,"kŭr chơkŭr, kŏr chơkŏr, gơthon, kơthôn, kơ'dŭr, kơthon, gơthôn, chŏng kŏr, kơ'dăk kơ'dŏr, kơthŭa",,
7941,nếu mà,kô kơ,Tơdah,
7942,cào,"chraih, kôch, tơraih, jdnoaih, hrêu, koih","Kôch, Along khir","kôch, kaĭ, paĭ"
7943,nhân vật hoang đường dẫn đầu bầy heo rừng,kôch,,
7944,giạng chân,"kô-ê̆, toang",,
7945,chổng mông,"kôi, chơ'doi",,
7946,cạo,"kơpôih, koih, kôih","Akôih, hơkôih",
7947,chỉ bắp mới tượng trái,kôih brui,,
7948,loại mới nhỏ màu đen,kôih hoh,,
7949,bướu,"kôk, tơbrũt thơthũt",,
7950,chim có chòm lông đỏ ở cổ,kôk,,
7951,chờ chực,kôm,,
7952,một loại kên kên,kôm,,
7953,núi,"hơrĕng, kông, jen",,kông
7954,nơi đi vệ sinh,"kông gaih, gông ngung gaih",,
7955,một loại ghè,"chơ'blĕng, beng, chơbo, jơbrông, brẽl, chơbom, goh, jơ lam, diok, pơdrang, jơ tuang, chơgrih, chơgrin, chơ̆, hamo, hron, jơvve, jơbrồng, kha, kruing, cheh chăn, ban, jơ ban, jtfjeo, jơba, lam, chap, biying, hmum, chơ̆'ba, dâu, gop, hơtôk, klăn dông, tơngong, kơdi, krŏi, dreng lao, hơbai, bũng bung, jtfkung, bơi, bröng, kông lenh, cha ha, hơdang, chan dơng, dơde, chơkring, ba, chơ̆krĭng, ku bêk, kei brel, peng beng, bong bong, bon bong, kơlep, chơ'don, krĕk, hroi, atôk, kơhnga, 'blĕng, bơdi, chơlam, chơngong, kơdiang, pơgong, kheo, kơthoch",,
